"","Site","Bout","Date","Duration","SampRate","Stereo","BIO","ACI","NDSI","ADI","AEI","H","M"
"86","AR-4B","Bout 7","MINI3_20220628_172300.wav",300,24000,FALSE,70.6209940613609,9024.76548687493,-0.940907132420392,1.169149,0.768531,0.707606567437492,1.9255101360945e-05
"87","AR-4B","Bout 7","MINI3_20220628_182300.wav",300,24000,FALSE,74.6612253795711,9143.33144954096,-0.900095734252217,1.188317,0.763291,0.712678178323233,2.25318201047966e-05
"88","AR-4B","Bout 7","MINI3_20220628_192300.wav",300,24000,FALSE,81.014569097084,9015.85277508502,-0.870790839067947,1.193205,0.762125,0.7177651080732,2.54102972160166e-05
"89","AR-4B","Bout 7","MINI3_20220628_202300.wav",300,24000,FALSE,78.9740090374265,8982.22682167831,-0.83661047171906,1.189003,0.763155,0.73728819269209,1.70165642084137e-05
"90","AR-4B","Bout 7","MINI3_20220628_212300.wav",300,24000,FALSE,90.3862910694417,8748.16062025205,-0.0770190511404988,2.049558,0.40927,0.832376967331248,2.52939174072037e-05
"91","AR-4B","Bout 7","MINI3_20220629_043100.wav",300,24000,FALSE,44.3395754259789,9531.98120378204,-0.758703624185413,1.276819,0.731691,0.705573032571787,3.88490596744665e-05
"92","AR-4B","Bout 7","MINI3_20220629_053100.wav",300,24000,FALSE,95.7954119233856,9351.65737729615,-0.804668832810067,1.284014,0.734623,0.707672320397616,3.0311545382815e-05
"93","AR-4B","Bout 7","MINI3_20220629_063100.wav",300,24000,FALSE,99.2505879015868,9162.55449200883,-0.826023944381422,1.141354,0.766914,0.71038461808191,3.81353928807596e-05
"94","AR-4B","Bout 7","MINI3_20220629_073100.wav",300,24000,FALSE,102.515457288763,9271.91840069275,-0.866130637731437,1.582223,0.649159,0.711097668418159,4.63807367657585e-05
"95","AR-4B","Bout 7","MINI3_20220629_083100.wav",300,24000,FALSE,102.761129588549,9406.86548372816,-0.645261829881888,1.745579,0.587351,0.738981741436906,2.77064090514297e-05
"96","AR-4B","Bout 7","MINI3_20220629_172300.wav",300,24000,FALSE,49.882984548842,9037.92051390422,-0.302515408054107,1.737783,0.604374,0.805175117151506,1.43114590634708e-05
"97","AR-4B","Bout 7","MINI3_20220629_182300.wav",300,24000,FALSE,81.4170571755836,9005.1572452526,0.0719508675958709,2.132435,0.375815,0.825576909753977,1.32812383256031e-05
"98","AR-4B","Bout 7","MINI3_20220629_192300.wav",300,24000,FALSE,77.2987212480877,9015.90828211937,-0.15359968368957,1.590832,0.651668,0.793301341584477,1.60417033233909e-05
"99","AR-4B","Bout 7","MINI3_20220629_202300.wav",300,24000,FALSE,49.5441782512526,8819.97840363263,0.495609197913172,2.124428,0.402577,0.88872454452326,1.94276078629701e-05
"100","AR-4B","Bout 7","MINI3_20220629_212300.wav",300,24000,FALSE,71.7220451617024,8721.77141135422,0.981008470270406,2.286494,0.236547,0.900123278089678,4.357879695242e-05
"101","AR-4B","Bout 7","MINI3_20220630_043100.wav",300,24000,FALSE,58.0219119443564,9051.80316256128,0.905995755838298,2.255381,0.274021,0.868865147525562,1.82876252354536e-05
"102","AR-4B","Bout 7","MINI3_20220630_053100.wav",300,24000,FALSE,104.250045864602,9162.37155094994,0.457212771936404,2.106337,0.360835,0.834303724167707,2.60764901725096e-05
"103","AR-4B","Bout 7","MINI3_20220630_063100.wav",300,24000,FALSE,123.089375832332,9673.52581137483,0.712737839406666,2.091078,0.369901,0.837165083783289,2.8592282582939e-05
"104","AR-4B","Bout 7","MINI3_20220630_073100.wav",300,24000,FALSE,127.859721494283,9327.77470687636,0.190145279152413,1.675541,0.62687,0.813058969542758,3.11772674931241e-05
"105","AR-4B","Bout 7","MINI3_20220630_083100.wav",300,24000,FALSE,104.573640280793,9561.52262016431,0.581143177227278,2.266203,0.238467,0.878210748992012,1.41769012580015e-05
"106","AR-4B","Bout 7","MINI3_20220630_172300.wav",300,24000,FALSE,70.0813922092234,9175.76174482909,0.0671478817613577,1.587172,0.660006,0.792770819818072,1.78809837021087e-05
"107","AR-4B","Bout 7","MINI3_20220630_182300.wav",300,24000,FALSE,65.6406423023703,9655.2953851866,0.113893515496392,2.269752,0.282905,0.86367960960428,2.66093204336367e-05
"108","AR-4B","Bout 7","MINI3_20220630_192300.wav",300,24000,FALSE,72.2516450614326,8976.215066982,0.362772207443101,1.783591,0.57351,0.801439232751457,1.9492183979804e-05
"109","AR-4B","Bout 7","MINI3_20220630_202300.wav",300,24000,FALSE,85.7814661060012,8879.1784457006,0.607443195376735,2.251019,0.253911,0.86409921935785,1.68975290308128e-05
"110","AR-4B","Bout 7","MINI3_20220630_212300.wav",300,24000,FALSE,74.4953149597142,8850.03892105811,0.984680978281031,2.391001,0.062526,0.928796359037851,3.03555862750844e-05
"111","AR-4B","Bout 7","MINI3_20220701_043200.wav",300,24000,FALSE,59.2005872374523,8946.40208998861,0.802760126295414,2.289845,0.237076,0.897406679550908,1.44133456873344e-05
"112","AR-4B","Bout 7","MINI3_20220701_053200.wav",300,24000,FALSE,114.564173025487,9820.58903501173,0.899749094040857,2.138273,0.310169,0.861907664138483,2.22481800294095e-05
"113","AR-4B","Bout 7","MINI3_20220701_063200.wav",300,24000,FALSE,101.310602184152,10060.3069979817,0.574373680515819,2.089861,0.36923,0.827063156762778,2.6854387160703e-05
"114","AR-4B","Bout 7","MINI3_20220701_073200.wav",300,24000,FALSE,118.206283949183,9578.89398867037,-0.0238946320461455,1.94333,0.503019,0.795810524735814,3.28749520176767e-05
"115","AR-4B","Bout 7","MINI3_20220701_083200.wav",300,24000,FALSE,83.8294962480936,9769.43303401348,0.885068365881261,2.258792,0.258258,0.875199935628972,1.59945890258939e-05
"116","AR-7A","Bout 7","MINI8_20220627_172300.wav",300,24000,FALSE,70.8101580890179,9102.05123906126,0.482126939654079,2.238651,0.285988,0.909188619004633,1.19127939661405e-05
"117","AR-7A","Bout 7","MINI8_20220627_182300.wav",300,24000,FALSE,59.8068495850535,8897.55605910395,0.875310276668554,2.340002,0.190606,0.913954754469151,1.1274795900212e-05
"118","AR-7A","Bout 7","MINI8_20220627_192300.wav",300,24000,FALSE,96.0091613069745,9129.37496374862,0.880708500381571,1.90199,0.524489,0.810617381252218,9.90495481927301e-06
"119","AR-7A","Bout 7","MINI8_20220627_202300.wav",300,24000,FALSE,65.0089328453437,8886.81235202303,0.959287046546096,2.204905,0.31344,0.919742612775896,2.00601067889532e-05
"120","AR-7A","Bout 7","MINI8_20220627_212300.wav",300,24000,FALSE,59.4548757644178,9027.48369964203,0.971385755954474,2.29175,0.238056,0.882327401061919,1.58284197478308e-05
"121","AR-7A","Bout 7","MINI8_20220628_043000.wav",300,24000,FALSE,74.6586964324097,8942.06403485081,0.274493697901316,1.673508,0.608861,0.798814177882763,8.83664358701815e-06
"122","AR-7A","Bout 7","MINI8_20220628_053000.wav",300,24000,FALSE,93.9054440822314,9715.48721912855,0.182128637087136,1.733578,0.598297,0.735756263757353,2.03664061047146e-05
"123","AR-7A","Bout 7","MINI8_20220628_063000.wav",300,24000,FALSE,109.975687317382,10219.2451139992,0.488048028024235,1.879534,0.514266,0.792634788704756,1.32057217990127e-05
"124","AR-7A","Bout 7","MINI8_20220628_073000.wav",300,24000,FALSE,103.045464486703,9685.68785951074,0.179523905702393,1.898886,0.498491,0.806320507220832,1.51577286394948e-05
"125","AR-7A","Bout 7","MINI8_20220628_083000.wav",300,24000,FALSE,86.6963241043667,9163.84386467694,0.947118596010771,2.373982,0.099448,0.906017498059798,6.88046440736308e-06
"126","AR-7A","Bout 7","MINI8_20220628_172300.wav",300,24000,FALSE,73.0194298927223,8915.93101640477,0.48452977840982,1.952839,0.480787,0.828047275487732,1.62883103087771e-05
"127","AR-7A","Bout 7","MINI8_20220628_182300.wav",300,24000,FALSE,85.4643899949324,8655.13510094032,0.48836024265084,2.108523,0.358278,0.85587085995848,1.1526108022289e-05
"128","AR-7A","Bout 7","MINI8_20220628_192300.wav",300,24000,FALSE,92.8955218445063,8948.71808231028,0.582010497998949,2.273334,0.223168,0.889450240642903,7.70312543507504e-06
"129","AR-7A","Bout 7","MINI8_20220628_202300.wav",300,24000,FALSE,66.8511295828858,8921.64162305348,0.888177647618624,2.105569,0.394555,0.910173155223998,1.16881364015083e-05
"130","AR-7A","Bout 7","MINI8_20220628_212300.wav",300,24000,FALSE,72.3166588925472,8839.12957736632,0.691470766588783,2.295474,0.236722,0.898426406025488,1.10032675521459e-05
"131","AR-7A","Bout 7","MINI8_20220629_043100.wav",300,24000,FALSE,84.7176306317907,9394.06034439787,0.259869958033934,1.260091,0.754487,0.747939295844514,9.06108754308856e-06
"132","AR-7A","Bout 7","MINI8_20220629_053100.wav",300,24000,FALSE,100.801514312725,9672.6438385434,0.208416721000825,1.73757,0.559778,0.765086662953921,1.4330536407583e-05
"133","AR-7A","Bout 7","MINI8_20220629_063100.wav",300,24000,FALSE,101.144899202124,10673.2115881962,0.43261016423717,1.831084,0.507177,0.789354252292339,1.85349460037e-05
"134","AR-7A","Bout 7","MINI8_20220629_073100.wav",300,24000,FALSE,114.580304394174,9429.43676114346,-0.279883869755216,1.489648,0.652423,0.724908401575788,3.96001950264798e-05
